,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
40,nethmi-chethika-de-silva,Java MySQL python Data Analysis Microsoft Office Teamwork Statistics R Statistical Data Analysis Statistical Modeling Matlab Minitab SPSS Mathematics Mathematical Modeling Survey Design TORA Mathematical Programming Computational Mathematics Statistical Programming Multivariate Statistics Interpersonal Skills Academic Writing                             ,"B.Sc. in Industrial Statistics and Mathematical Finance, Mathematics and Statistics University of Colombo"," C.W.W.Kannangara Central College, Matugama, Srilanka", The Chartered Institute of Management Accountants,Software Engineer  - BigData and Data science  Zone24x7,Associate Software Engineer - BigData and Data Science  Zone24x7,Data Analyst ReapDigital, ,Software Engineer  - BigData and Data science ,1
41,arun-kumar-9a8282186,Python Programming Language Machine Learning Data Analysis Deep Learning Natural Language Processing NLP Artificial Intelligence AI Chatbot Development Rasa Platform                                            ,"Bachelor's degree, Computer Science University College of Engineering,Karyavattom", , ,Senior Software Engineer Hyreo,Associate Software Engineer (ML/NLP) Hyreo,Data Science Intern Curvelogics Advanced Technology Solutions Pvt Ltd, ,Senior Software Engineer,1
42,azim-mohamed-551536113,Java JavaScript Python Programming Language PHP MySQL HTML Cascading Style Sheets CSS SQL Web Development HTML Microsoft Word Data Engineering Machine Learning Data Analysis Software Development Microsoft Azure Microsoft Office java Teamwork Leadership Public Speaking C Project Management Microsoft Excel Customer Service Team Leadership Data Science PowerPoint Software Project Management Management DevOps Big Data Communication Storytelling Android Development Visual Basic Coaching Web Design Social Media Interpersonal Communication Agile Project Management Volunteering System Administration Employee Engagement iOS Development Open Office Core ML IT Automation Employee Learning Development Corporate Training  ,"Master of Science - MS, Data Science Robert Gordon University","Bcs(Hons) Computer Science, Computer Science University of Westminster", The Chartered Institute of Management Accountants,Senior Software Engineer IFS,"Professional Member BCS, The Chartered Institute for IT","Software Engineer- Analytics, Intelligence and Reporting IFS",Associate Data Engineer MAS Holdings,Senior Software Engineer,1
43,kibet-brian-6a5541181,SQL Microsoft Word Data Analysis Problem Solving Microsoft Office Microsoft Excel Microsoft PowerPoint R Time Series Analysis Statistical Data Analysis Analytical Skills Microsoft SQL Server Communication Financial Analysis Microsoft Access VISUAL BASIC FOR APPLICATIONS DATA SCIENCE IN R AND PYTHON EXCEL PROFICIENT                                  ,"Computer Vision, Data Science Kaggle","Business Administration , Business administration University of the People","Applied Data science with Python, Data Science WorldQuant University",Insurance Agent Madison Group Kenya,"Founder,  DATA CENTRIC AFRICA DATA CENTRIC AFRICA",Data science blogger Medium,loans officer K pillar sacco society limited,Insurance Agent,0
44,srinidhi-skanda-v-a6b98073,Java Python Programming Language MySQL SQL Linux HTML Machine Learning Microsoft Office CSS Deep Learning Python Hadoop R Research MapReduce Web Scraping Flask Natural Language Processing Text Mining Regular Expressions Social Media Analytics                               ,"Master’s Degree, Computational engineering and networking Amrita Vishwa Vidyapeetham, Coimbatore","Master’s Degree, Computer Science Amrita Vishwa Vidyapeetham, Coimbatore","Bachelor’s Degree, Physical Sciences University of Mysore",Lead Engineer HCL Technologies,Product Development Engineer UST Global,AI Research Intern Arnekt,Data Scientist | Analytics Advisory Analyst Accenture,Lead Engineer,0
45,harithahpillai98,Java C JavaScript PHP MySQL Web Development HTML Machine Learning Data Analysis Microsoft Office Leadership C Python Data Mining Data Visualization Data Science Tableau Matlab SPSS Analytical Skills Critical Thinking Research Team Management Microsoft Power BI Business Analysis Business Intelligence BI Creative Problem Solving PSpice AutoCAD Red Hat Linux Interpersonal Skills Advanced Microsoft Excel Skilled Multitasker ZEBRA ERP Emcee                 ,"Bachelor of Engineering (B.E.), Computer Science Birla Institute Of Technology and Science, Pilani Dubai"," The Indian High School, Dubai", ,Researcher Mohammed Bin Rashid Space Centre R&D Hub,Microsoft Learn Student Ambassador Microsoft,Microsoft Student Partner Microsoft,Business Intelligence Analyst Bruce Clay MENA,Researcher,0
46,shehrum,Java C Nodejs Web Development Big Data Analytics Machine Learning Data Analysis Databases C ObjectOriented Programming OOP Deep Learning Python Data Structures Algorithms Data Mining Natural Language Processing NLP Data Science Data Analytics R Computer Vision Oracle SQL Developer TensorFlow PyTorch Big Data Amazon Web Services AWS Artificial Intelligence C NLP Convolutional Neural Networks CNN Natural Language Understanding Cloud Applications Algorithm Design JAVA Startups Mobile Application Development Reinforcement learning                ,"Bachelor’s Degree, Computer Science National University of Computer and Emerging Sciences","Deep Reinforcement Learning Nano Degree, Artificial Intelligence Udacity","Deep Learning Nano Degree, Artificial Intelligence Udacity",Co-Founder and CTO DeepReel,Data Scientist IBM,Data Scientist eMumba, ,Co-Founder and CTO,0
47,sathish333,Python Programming Language Machine Learning Programming ObjectOriented Programming OOP Computer Science Data Structures Algorithms                                             ,"Master of Technology - MTech, Data Science Indian Institute of Technology, Guwahati","Bachelor of Technology - BTech, Computer Science Sree Vidyanikethan Engineering College", ,Project Engineer Wipro Limited, , , ,Project Engineer,0
48,hitesh-bhavsar-096,Java C JavaScript Python Programming Language PHP MySQL HTML Cascading Style Sheets CSS Nodejs SQL Web Development HTML Software Development Programming Teamwork Leadership C Reactjs BackEnd Web Development Expressjs Python Management Team Management Microsoft SQL Server Docker Products Big Data Cloud Computing Database Administration Apache Kafka Database Development Cloud Development C Networking jQuery Windows Visual Basic Web Applications NET Framework Spring Framework Spring Boot Frontend Development Visual Basic NET VBNET Database Design Application Development Application Frameworks Relationship Building Web Application Security Aspnet    ,"Master's degree, Computer Science California State University, Long Beach",Bachelor's degree in Information Technology K. J. Somaiya Institute Of Engineering and Information Technology, ,Student GreyAtom School of Data Science,Product Engineer Servify,Junior Developer 21st Century Informatics, ,Student,0
49,khoi-nguyen-28a2a5158,Python Programming Language SQL Machine Learning Data Analysis Deep Learning Natural Language Processing NLP Data Science Research                                            , , , ,Kaggle Grandmaster Kaggle,Senior Data Scientist Zalo,Researcher SkyMap Global Pte Ltd, ,Kaggle Grandmaster,0
50,cristhian-camilo-sánchez-fino,Git Tableau PostgreSQL Ingls Programacin Trabajo en equipo Anlisis de datos Modelos matemticos Matemticas Liderazgo de equipos multidisciplinarios                                          ,"Electronics engineering B.Sc - GPA 4.39 on 1-5 scale, Electronics Engineering Universidad de Los Andes",Minor in language and german culture Universidad de Los Andes,Bachiller Colegio San Bartolomé La Merced,Tutor data science Coderhouse,Data & ML Engineer Smarthop,Online tutor LatinHire,Data Scientist  Grupodot,Tutor data science,0
51,ibrahimsevkieldivan,Python Programming Language MySQL SQL HTML Machine Learning Data Analysis Microsoft Azure Problem Solving Leadership Deep Learning Python Team Leadership Natural Language Processing NLP Statistics Data Visualization Data Science Data Analytics Predictive Modeling Tableau Time Series Analysis Statistical Data Analysis Statistical Modeling Artificial Intelligence AI Research Management Microsoft SQL Server Machine Learning Algorithms Exploratory Data Analysis Apache Spark Big Data Matplotlib Pandas Software NumPy ScikitLearn Feature Engineering NLTK Seaborn Pandas Data Wrangling Alteryx Sentiment Analysis Higher Education Education GIS Criminal Justice Intelligence Analysis Criminology Criminal Intelligence Qualitative Quantitative Research Methodologies   ,"Master of Arts - MA, Criminal Justice/Police Science John Jay College (CUNY)","Certificate, Data Science Springboard","Bachelor's degree, Criminal Justice/Police Science Institute of Security Sciences",Senior Quantitative Research Scientist Facebook,Data Scientist Peel9,Data Scientist The Fix Solutions,Research Scientist | Professor Rutgers University,Senior Quantitative Research Scientist,0
52,ammar-abd-alraheem-62b848188,Python Programming Language MySQL Machine Learning Data Analysis English C ObjectOriented Programming OOP Data Structures Statistics Statistical Data Analysis Analytical Skills Research Microsoft Power BI Microsoft SQL Server Mathematics Power BI Strategy Extract Transform Load ETL Agile Methodologies Data Warehousing Communication MATLAB Technical Writing Training Scientific Research                         ,"MSc, Artificial Intelligence Yarmouk University","Bachelor's degree, Computer Science Yarmouk University", ,Business Intelligence Developer Laozitech,Data Analyst NHR Tech,Software Developer LigaData, ,Business Intelligence Developer,0
53,supun-bandara-aa937174,Java JavaScript PHP MySQL HTML Cascading Style Sheets CSS XML AngularJS Bootstrap SQL Linux HTML CSS Hadoop Sqoop NetBeans Apache Spark Amazon Web Services AWS Software Engineering OOP jQuery Eclipse Android Java Enterprise Edition Spark AJAX JSON Core Java Spring Framework Hibernate IntelliJ IDEA UML JSP Oracle Database PostgreSQL Apache Flink JIRA CodeIgniter Tomcat Jenkins Glassfish JBuilder Bitbucket Sonar Cake PHP sqoop Spring corebeansdataRESTmvc Apache Sqoop Informatica Snowflake  ,"Mobile Application Development for android Program, Information Technology SLIIT","Computer Awareness Programme, Information Technology Open University of Sri Lanka","Advance Level - 2007, Biology. Bandaranayake College",Data Scientist Wiley,Associate Tech Lead Auxenta,Software Engineer Auxenta,Software Engineer Cipher Solutions (Pvt.) Ltd,Data Scientist,1
54,akilendra,Java JavaScript PHP MySQL AngularJS Nodejs SQL Web Development HTML Big Data Analytics Machine Learning Software Development Programming CSS C MongoDB Microsoft Excel Python Hadoop Hive Amazon Web Services AWS Software Engineering C Windows Eclipse Spark ScikitLearn AJAX JSON ASPNET NLTK PhoneGap Titanium Mobile Mobile Applications TypeScript Text Analytics Natural Language Processing Amazon EC Amazon S Docker Microservices           ,"Master's degree, Big Data Analytics Robert Gordon University","Bachelor of Engineering (BEng), Computer Software Engineering University of Westminster",Mathematics and Computer Science Lyceum International School Nugegoda,Associate Data Scientist Linear Squared (PVT) Ltd,Software Engineer BoardPAC,Software Engineer Internship IronOne Technologies LLC,Internship Dilmah MJF,Associate Data Scientist,1
55,niluparupasinghe,Python Programming Language MySQL SQL Big Data Analytics Machine Learning Data Analysis Scala Databases English Programming Teamwork Leadership ObjectOriented Programming OOP MongoDB Microsoft Excel Microsoft PowerPoint Python Team Leadership Data Visualization Data Science Hadoop R Tableau Time Series Analysis Statistical Data Analysis Statistical Modeling Analysis Analytics Google Cloud Platform GCP Machine Learning Algorithms Apache Spark Multivariate Analysis DevOps Docker Products Big Data Cloud Computing Agile Methodologies Amazon Web Services AWS Serverless Computing Agile Application Development Cloud Administration Database Development Cloud Development Containerization Teaching Agile Project Management PostgreSQL REST APIs RDBMS Security Awareness  ,"Master's degree, Computer Science Postgraduate Institute of Science (PGIS), University of Peradeniya","Bachelor of Science (B.Sc.), Statistics University of Peradeniya", St Anne's college kurunegala,Data Scientist myDigitalOffice,Data Engineer Axiata Digital Labs,Data Analyst Global System Solutions International Pvt. Ltd.,"Scientific Officer National Science Foundation, Sri Lanka",Data Scientist,1
56,dumiraathukorala,Java C JavaScript PHP MySQL XML SQL Web Development Linux HTML Software Development Databases Programming CSS C NetBeans Ubuntu Apache Django Android Development C HTML Networking OOP jQuery Windows Eclipse Android Visual Basic Visual C Visual Studio JavaSE Web Services Web Applications Joomla FullStack Development Ionic Framework Java Enterprise Edition              ,"Master's of Computer Science, Computer Science University of Moratuwa","Bachelor of Science (B.Sc.), Infomation Technology University of Moratuwa", D. S. Senanayake College,Data Scientist Softlogic Life,Software Engineer Virtusa,Research Assistant University of Moratuwa,Software Engineer Nvision Software Solutions,Data Scientist,1
57,surangan,JavaScript Python Programming Language SQL HTML Big Data Analytics Machine Learning Software Development Microsoft Azure Databases Programming Teamwork Customer Service Team Leadership Data Visualization Data Science Data Analytics Hadoop R Tableau Pycharm Analytical Skills Management Team Management Microsoft Power BI RStudio PySpark TensorFlow PyTorch Big Data Relational Databases C Windows Insurance Risk Management General Insurance Underwriting Life Insurance Information Technology IT Management UiPath Automation Anywhere Relationship Management IT Project Program Management RPA        ,"B.Sc(Hons) in Information Technology, Information Technology SLIIT",Cross Platform Mobile Application Development SLIIT,"Ol's and AL's, Information Technology St.Peter's College Colombo 04",Data Scientist Softlogic Life,Official Photographer Xtream Youth,Senior Software Engineer - Data Science Softlogic Life,Software Engineer Softlogic Life,Data Scientist,1
58,jenarthanan-rajenthiran,Java PHP MySQL SQL HTML Machine Learning Data Analysis Problem Solving English Microsoft Office Teamwork Leadership ObjectOriented Programming OOP Computer Science Microsoft Excel Deep Learning Python Data Structures Algorithms Data Mining Natural Language Processing NLP Data Visualization Data Science Computer Vision Artificial Intelligence AI Critical Thinking Research Google Cloud Platform GCP PySpark TensorFlow Amazon Web Services AWS Engineering Communication DecisionMaking Diversity Inclusion Deep Neural Networks DNN Recurrent Neural Networks RNN Career Management Advertising Team Motivation Leadership Development Tamil Sentiment Analysis Personal Branding Value Propositions Logical Reasoning Executive Leadership     ,"Bachelor of Engineering - BE, Computer Science and Engineering University of Moratuwa","combined mathematics Mahajana College, Tellippalai", ,Data Scientist ADA,Machine Learning Engineer Omdena,Software Engineer Intern Wabtec Corporation,Student Research Assistant University of Moratuwa,Data Scientist,1
59,purusanth-shanmukanathan-4a976615b,Python Programming Language python Data Engineering Machine Learning Data Analysis ObjectOriented Programming OOP Deep Learning Data Mining Natural Language Processing NLP Data Science R Artificial Intelligence AI Apache Spark PySpark TensorFlow PyTorch Online Advertising Programmatic Media Buying DevOps Apache Prioritize Workload Time Management Data Storytelling Docker Products Apache Spark ML                           ,"MSC in Computer Science (Specialization in Data science , Analytics and Engineering)-Reading University of Moratuwa","Statistics and Operations Research, Statistics, Computer science, Operations Research University of Peradeniya", ,Data Scientist ADA,Data Engineer Trabeya,Associate Data Engineer Trabeya, ,Data Scientist,1
60,umesh-anushanga-219608b5,Java Python Programming Language SQL Machine Learning Data Analysis English C Deep Learning Data Science Data Analytics R Statistical Modeling Minitab Quality Assurance Sports Microsoft Power BI Microsoft SQL Server NetBeans Statistical Inference Maple National weightlifter                               ,B.Sc. (Special) Degree in Statistics University of Sri Jayewardenepura,"I did my A/L's, Mathematics Sri Sumangala college panadura", ,"Data Scientist Beacon Data, Inc.",Software Engineer Zone24x7,Associate Software Engineer (Data Science) Zone24x7,Research Assistant University of Sri Jayewardenepura,Data Scientist,1
61,dulitha91,Java C JavaScript PHP MySQL SQL Linux Programming CSS C Python Data Structures Algorithms Github NetBeans C OOP Eclipse Visual Studio JavaSE Java Enterprise Edition Core Java Perl JavaFX Design Patterns IntelliJ IDEA UML UML Tools Servlets JSP Facebook API OAuth SQLite Scribe Verilog VHDL Bash GNU Make Qt Qt Creator Swimmer           ,"Master of Science - MS, Computer Science - Data Science & Machine Learning Specialization University of Moratuwa","Bachelor of Science - BS, Computer Engineering University of Moratuwa", Mahanama College-Colombo 3,Principal Data Scientist ChiefDX Pte Ltd,Senior Research And Development Engineer Synopsys Inc,Research And Development Engineer Synopsys Inc,Research And Development Intern Atrenta,Principal Data Scientist,1
62,pranath,Java C JavaScript Python Programming Language PHP MySQL Cascading Style Sheets CSS SQL Web Development Laravel WordPress Machine Learning Creative Writing Programming Microsoft Office Adobe Photoshop Project Management Computer Science Data Science R Logistic Regression Mathematics Report Writing Apache Kafka C jQuery Writing NET Framework ASPNET MVC Photoshop Lasso                     ,Bachelor of Science (BSc) in Industrial Mathematics Rajarata University of Sri Lanka,"Bachelor of Information Technology, Information Technology University of Colombo","G.C.E. Advanced Level, Physical Sciences Thurstan College - Colombo 07",Data Scientist Fidenz Technologies,Associate Software Engineer Fidenz Technologies,Lecturer Aurora Computer Studies,Trainee Associate Software Engineer Fidenz Technologies,Data Scientist,1
63,ammarbinameerdeen,Java JavaScript Python Programming Language PHP Nodejs SQL Git Linux Data Engineering Machine Learning Programming Project Management Angular Deep Learning Data Structures Data Mining Statistics Data Visualization Data Science R Statistical Data Analysis Research Team Management Mathematics Business Intelligence BI Distributed Systems Amazon Web Services AWS Data Warehousing C Networking Android Cybersecurity NoSQL ASPNET MVC Information Security Network Administration Marketing User Interface Design Firewalls ASPNET RESTful architecture           ,"Bachelor’s (external), Information Technology University of Colombo",Mathematics (Physical Sciences) Royal College Colombo," Zahira College, Colombo - 10",Data Scientist HealthRecon Connect LLC,Data Scientist (Consultant) Hayleys Advantis Limited,Architect (Data Science / Cloud / JS / .NET) KeenEye ,Tech Lead KeenEye ,Data Scientist,1
64,supun-weerakoon,Python Programming Language SQL Git Big Data Analytics Machine Learning Data Analysis Programming Teamwork Data Mining Artificial Neural Networks Tableau Artificial Intelligence AI Research Microsoft Power BI TensorFlow Big Data Amazon Web Services AWS Software Engineering Convolutional Neural Networks CNN Flask Recurrent Neural Networks RNN Reinforcement Learning PostgreSQL GitHub Test Automation Testing Cloud Applications Heroku                        ,"Master's degree, Computer Science University of Peradeniya","Bachelor's degree, Electrical and Electronics Engineering University of Moratuwa",GCE Ordinary Level & GCE Advanced Level Dharmaraja College - Kandy,Data Scientist DSP Controls,Electrical Engineer Ceylon Electricity Board (CEB),Electrical Engineering Consultant Central Engineering Consultancy Bureau, ,Data Scientist,1
65,nirodya-pussadeniya-81091a199,Python Programming Language Nodejs Web Development Machine Learning Software Development Programming Flutter Data Science OpenCV Artificial Intelligence AI TensorFlow Keras Engineering Frontend Development Computer Engineering                                     ,"Bachelor's degree, Computer Engineering University of Sri Jayewardenepura", Kingswood College Kandy, ,Intern Data Scientist Kainovation ,IT Manager Aeronautical Division of SEDS Sri Lanka,Trainee Artificial Intelligence Engineer EchonLabs, ,Intern Data Scientist,1
66,amila-viraj,Java C MySQL Machine Learning Databases Deep Learning BackEnd Web Development Python Data Science Artificial Intelligence AI TensorFlow PyTorch Keras Spring Framework Web Design Spring Boot Hibernate JPA Maven RESTful WebServices Angular NLP NLTK Computer Vision with OpenCV Koreai                           ,M.Sc. in Artificial Intelligence University of Moratuwa,"B.Sc.(Hons) in Information Technology, Information Technology University of Moratuwa", ,Data Scientist EngenuityAi,Senior Engineer (AI/ML) Virtusa,Software Engineer | AI/ML Engineer Virtusa,B.Sc.(Hons) in Information Technology University of Moratuwa,Data Scientist,1
67,tharindu-harith-withana-97243b175,JavaScript Python Programming Language Machine Learning C Programming Language Programming C Data Structures Data Science Tableau KNearest Neighbors KNN Image Processing TensorFlow C Visual Studio Core Java Recurrent Neural Networks RNN Oracle Database Spring MVC Database Management System DBMS SQL Server Management Studio                                ,"BTech - Bachelor of Technology, Computer Science National Institute of Technology Durgapur", D. S. Senanayake College, ,Data Scientist EngenuityAi,ML Engineer Omdena,Jr Data Scientist LB Finance PLC,Software Engineering Trainee HDFC Bank,Data Scientist,1
68,isuru-ashan-perera,Java MySQL HTML Microsoft Word Machine Learning Data Analysis Scala Microsoft Office Leadership Public Speaking Project Management Microsoft Excel Microsoft PowerPoint Python Statistics Data Analytics R Minitab SPSS Google Cloud Platform GCP Machine Learning Algorithms Apache Spark Keras ScikitLearn Social Media Microsoft Access Data science Data Engineer E views deep leaning Azkaban                     , University of Colombo,"Bachelor of Science - BS, Statistics University of Colombo"," Ananda College, Colombo 10",Data Scientist EngenuityAi,Software Engineer - Data Science Zone24x7,Associate Software Engineer - Data Science Zone24x7,On the job trainee SRI LANKAN AIRLINES LIMITED,Data Scientist,1
69,chathurangi-shyalika-1b89229b,Java C JavaScript PHP SQL HTML Data Engineering Machine Learning Data Analysis Software Development Microsoft Azure Programming Microsoft Office Leadership C ObjectOriented Programming OOP Project Management Reactjs MongoDB Python Data Science Data Analytics Research Apache Spark Amazon Web Services AWS Apache Kafka C JavaSE Ionic Framework Java Enterprise Edition Prolog ASPNET Hibernate Maven Azure Data Lake SQLite JavaServer Pages JSP Spring MVC DBMS Struts Blockchain Human Resources Angular MAVEN azure Azure ML XACML Web Services Description Language WSDL Pagemaker Azure AI  ,Diploma in Human Resource Management National Institute of Business Management (NIBM),Internet & E-commerce Programme Amazon Lanka(Pvt) Ltd,"Science Stream Devi Balika Vidyalaya, Colombo",Engineer-Big Data and Data Science Mobitel (Pvt) Ltd,Software Engineer- Artificial Intelligence SimCentric Technologies,Software Engineering Intern WSO2,Web Content Developer - Research & Development Center General Sir John Kotelawala Defence University,Engineer-Big Data and Data Science,1
70,dewni-fernando,SQL Data Engineering Machine Learning Leadership Python Data Mining Team Leadership Data Science R Team Management                                          ,"Bachelor's degree , Industrial Statistics University of Colombo",CIMA Achievers Lanka Business School, Sirimavo Bandaranaike Vidyalaya,Engineer Analytics and Data Sciences London Stock Exchange Group (LSEG),Associate Data Engineer  hSenid Mobile Solutions (Pvt) Ltd,Analytics Intern  MAS Pixel of MAS Capital ,Team Leader- Global Talent Program  AIESEC in Sri Lanka,Engineer Analytics and Data Sciences,1
71,kusalhettiarachchi,Java JavaScript Python Programming Language MySQL AngularJS Nodejs SQL Git Linux Machine Learning Software Development Microsoft Azure Problem Solving Teamwork Leadership C ObjectOriented Programming OOP Computer Science MongoDB Deep Learning Python Algorithms R ServiceOriented Architecture SOA Artificial Intelligence AI Analytical Skills Research R Programming Language Apache Spark Ubuntu Big Data Distributed Systems Apache Spark Streaming Serverless Computing Cloud Development Windows Web Services NoSQL Spring Framework Spring Boot Microsoft Azure Machine Learning Microservices Bash Open Source Software docker Go Programming Language Apache Solr Akka Stream Processing   ,"Bachelor’s Degree, Computer Science and Engineering University of Moratuwa","Secondary Education, Physical Sciences Royal College Colombo", ,Senior Data Science Engineer Arimac,Research And Development Engineer Minds and Codes,Software Engineer DirectFN Sri Lanka,Software Engineer DirectFN Sri Lanka,Senior Data Science Engineer,1
72,ganeesha-sandeepani,Java Python Programming Language PHP Linux Microsoft Word Machine Learning Data Analysis English Microsoft Office Leadership Public Speaking Microsoft Excel Team Leadership Natural Language Processing NLP Data Visualization Data Science Predictive Modeling PowerPoint Hadoop Research Management Process Improvement Outlook Data Scraping spark Bokeh Web Scraping                         ,"Master of Science - MS, Computer Science Specialization in Data Science , Analytics and Engineering University of Moratuwa","Bachelor's degree in Information Technology & Management, Information Technology University of Moratuwa", Weerakatiya Rajapaksha Central College,Senior Engineer - Data Science  Axiata Digital Labs,Data Scientist Innovation Quotient (Pvt)Ltd,Junior Data Scientist Innovation Quotient (Pvt)Ltd,Software Engineer Trainee Mobitel (Pvt) Ltd,Senior Engineer - Data Science ,1
73,ivantha,Java C JavaScript MySQL Machine Learning Leadership C Python Algorithms Image Processing Computer Vision Artificial Intelligence AI Research TensorFlow Reinforcement Learning Jupyter Robotics                                   ,"Bachelor's degree, Computer Science University of Colombo School of Computing",Physical Sciences Maliyadeva College, ,Data Science Engineer WSO2,Software Engineer WSO2,Software Developer Language Matter,President IEEE Student Branch of University of Colombo School of Computing,Data Science Engineer,1
74,umairramzan,Python Programming Language MySQL SQL Web Development HTML Microsoft Word Machine Learning Data Analysis Microsoft Azure Graphic Design Programming Adobe Photoshop Reactjs Data Science Data Analytics Artificial Intelligence AI Microsoft Power BI Business Intelligence BI Data Warehousing Django SQL Server Reporting Services SSRS Information Technology SQL Server Integration Services SSIS Computer Hardware Computer Programming CorelDRAW After                         ,"Bacherlor of Science, Computer Science , Statistics & Pure Mathamamatics University of Kelaniya Sri Lanka","High School Education In Physical Science, Physical Sciences K/Azhar College,Akurana.", ,Data Science Engineer Zone24x7,Associate Engineer - BI/Data Analytics Octopus BI,Trainee Engineer - BI/Data Analytics Octopus BI,Intern - BI/Data Analytics Octopus BI,Data Science Engineer,1
75,dilmadhawa,Java C JavaScript MySQL SQL HTML Big Data Analytics C ObjectOriented Programming OOP Algorithms Hadoop NetBeans Apache Spark Big Data Software Engineering Android Development C OOP jQuery Eclipse Visual Studio Web Services Java Enterprise Edition JUnit AJAX Spring Framework Hibernate Object Oriented Design Design Patterns Servlets JSP Kendo Hybris                   ,"Master’s Degree, Computer Science University of Moratuwa","Bachelor of Engineering (B.Eng.), Computer Science & Engineering University of Moratuwa", St.Anne's College,Senior Engineer - Big Data & Data Science Mobitel (Pvt) Ltd,Engineer Big Data & Data Science Mobitel (Pvt) Ltd,Software Engineer attune,Intern IronOne Technologies LLC,Senior Engineer - Big Data & Data Science,1
76,nuwan-senevirathne-6b6875a0,Java HTML Microsoft Word Data Engineering Big Data Analytics Machine Learning Data Analysis Microsoft Office Microsoft Excel Python Data Mining Team Leadership Statistics Data Visualization Data Analytics R Logistic Regression Tableau Matlab SPSS Management Presentation Skills Microsoft Power BI Business Strategy Data Modeling Cloudera Windows Operations Management Web Scraping Dashboard Financial Analysis Financial Modeling XGBoost Google Analytics Google Data Studio Web Analytics Visualization Data Preparation Data Manipulation Quality Control Random Forest Gradient Boosting SEO Apache Impala KPI Dashboards Surveying Google Adwords Tableau Prep    ,"Bachelor of Science (B.Sc.), Industrial Statistics University of Colombo","Diploma in Management Accounting, Management Accounting The Chartered Institute of Management Accountants", ,Senior Engineer : Big Data & Data Science Mobitel (Pvt) Ltd,Engineer : Big Data & Data Science Mobitel (Pvt) Ltd,Senior Digital Data Analyst eMarketingEye,Digital Data Analyst eMarketingEye,Senior Engineer : Big Data & Data Science,1
77,thilina-kariyawasam,Java C Python Programming Language SQL Linux Machine Learning Data Analysis Software Development Programming Microsoft Office Leadership C Microsoft Excel Algorithms Hadoop Research Apache Spark Oracle SQL Developer Data Modeling Database Development Data Warehousing Software Engineering Electrical Engineering Networking OOP Eclipse Pandas Software ScikitLearn Photoshop Embedded Systems Oracle Database pandas numpy Design Thinking Power Generation Power Transmission Power Protection Baseball Cricket IT Service Management oracle sql oracle plsql Investment Strategies Personal Finance Internet Technologies       ,"Bachelor of Science (BSc), Electrical  and Information Engineering University of Ruhuna",Physical Sciences Richmond College,"Data Scientists NanoDegree, Data Science Udacity",Data Science Engineer Sri Lanka Telecom,Software Engineer Zebra Technologies,Avionics Engineering Intern SriLankan Airlines Official,Engineering Intern Ceylon Electricity Board (CEB),Data Science Engineer,1
78,senura-ruvinda-fernando-6541a9101,C Python Programming Language MySQL SQL Data Engineering Machine Learning Microsoft Office ObjectOriented Programming OOP Python Data Science R Matlab Microsoft Power BI Microsoft SQL Server NetBeans Google Cloud Platform GCP TensorFlow DevOps Data Modeling Cloud Development Deep Neural Networks DNN Android Studio Java css html c JavaServer Pages JSP Spring MVC HQL Cisco packet Tracer coding servelet StarUML Chatbot Design Chatbot Development Dialogflow Cassandra               ,"Bachelor's degree, Data Science SLIIT", Mahinda College, ,Data Science Engineer Axiata Digital Labs,Digital Data Scientist  Apex Managed Solutions,Junior Data Scientist KaayalTEK,Data Analyst Half Life,Data Science Engineer,1
79,sachini-bamunusinghe,Java Microsoft Word Machine Learning Data Analysis Microsoft Office Microsoft Excel Microsoft PowerPoint Python R Minitab SPSS Microsoft Power BI R Programming Language Keras Amazon Web Services AWS Elasticsearch Kibana DASH                                  ,"Data Scientist Nanodegree, Data Science Udacity","Mathematics Ferguson High School, Rathnapura", Devi Balika Vidyalaya,Engineer - Analytics & Data Science London Stock Exchange Group (LSEG),Data Analyst Trabeya,Data Analyst Intern Trabeya, ,Engineer - Analytics & Data Science,1
80,chathuri-madhushika-b8b967102,JavaScript Web Development HTML Microsoft Word Microsoft Office Teamwork Leadership Public Speaking Project Management Microsoft Excel Customer Service Adobe Illustrator Data Visualization PowerPoint Research Management Big Data Agile Methodologies Network Security Cybersecurity Html Javascript Php Information Graphics                            ,"Master's degree, Data Science Robert Gordon University","Bachelor's degree, Information Technology University of Moratuwa", ,Senior Engineer - Data Science Axiata Digital Labs,Data Engineer Axiata Digital Labs,Data Engineer Dialog Axiata PLC, ,Senior Engineer - Data Science,1
81,stephan-desilva,Python Programming Language MySQL Databases Leadership Public Speaking Project Management Microsoft Excel Data Analytics Management IBM SPSS Strategy Marketing Social Media Digital Marketing Event Management Advertising Public Relations Journalism Relationship Building News Anchoring                                ,"Master of Science - MS, Business Analytics Robert Gordon University","Bachelor's degree, Leadership and Management Northumbria University", ,Data Science Engineer WSO2,Senior Marketing Officer WSO2,"Strategic Account Specialist Red Integrated, Q&E, TBWA",Senior Public Relations Account Executive Ogilvy Public Relations Sri Lanka,Data Science Engineer,1
