,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
50,sanduni-abenayaka-068baa189,Java JavaScript Python Programming Language PHP MySQL HTML AngularJS Nodejs SQL Git HTML Machine Learning C Programming Language Graphic Design Adobe Photoshop C ObjectOriented Programming OOP Angular Firebase API Development Data Visualization R Microsoft SQL Server RStudio C jQuery NET Framework User Interface Design ASPNET Web Design Frontend Development css React Native CodeIgniter REST API TransactSQL TSQL Ruby User Experience UX NET Core UIUX PHP Frameworks Moodle Octave SignalR        ,"Bachelor's degree, Computer Science University of Colombo School of Computing"," Dharmasoka college, Ambalangoda", ,Associate Software Engineer Data Capture Experts Pty Ltd,Software Engineer Intern Scienter Technologies (Pte) Ltd,Digital Media Manager UCSC ISACA Student Group,Graphic Designer UCSC ISACA Student Group,Associate Software Engineer,0
51,mulitha-jayawardana-257b07164,Java JavaScript MySQL Nodejs Git C Reactjs MongoDB Flutter Arduino Team Leadership Microsoft SQL Server Agile Methodologies C Android ASPNET MVC Oracle Database PLSQL Bitbucket SAP HANA Embedded JavaScript EJS angular iOS Development SAP Business One Windows Services                           ,"Higher National Diploma in Software Engineering, Computer Software Engineering National Institute of Business Management (NIBM)","Diploma In Computer System Design, Computer Science National Institute of Business Management (NIBM)", thurstan college,Software Engineer Pristine Solutions (Pvt) Ltd,Software Engineering Trainee Pristine Solutions (Pvt) Ltd, , ,Software Engineer,0
52,nimodi-madubhashini-ba072a118,Java C Microsoft Word Microsoft Office Teamwork Leadership Microsoft Excel Algorithms PowerPoint Matlab Microsoft SQL Server OOP css c Basic HTML sql php angular arduino verilog ARM Assembly                               ,"Bsc Engineering(Hons) second class upper division, Computer Engineering University of Peradeniya","BCS, Computer Science Esoft Metro Campus","GCE Advanced Level, Mathematics and Physical Science H/Debarawewa National School",Senior Software Engineer Sysco LABS Sri Lanka,Software Engineer Sysco LABS Sri Lanka,Software Engineering Intern IFS, ,Senior Software Engineer,0
53,gagith-abeysekara-0297a05a,Java C JavaScript SQL HTML Microsoft Word Microsoft Office Teamwork Microsoft Excel Customer Service PowerPoint Research C jQuery Windows Visual C ASPNET MVC Photoshop Access Silverlight DevExpress Controls                               ,"Bachelor's degree in Information Technology, Computer Software Engineering University of Moratuwa", , ,Senior Software Engineer Data Capture Experts,Software Engineer Direct Flights International,Software Engineer Bileeta - Cloud Enterprising,Software Engineer Perfect Business Solution Services (Pvt) Ltd,Senior Software Engineer,0
54,sadeeshanishara,Java C JavaScript Cascading Style Sheets CSS Bootstrap SQL HTML Problem Solving Teamwork ObjectOriented Programming OOP Angular C jQuery ASPNET MVC ASPNET Angular Material Software ASPNET Core ASPNET Web API Angular Command Line Interface CLI SCSS                               ,"Bachelor of Science - BSc in Applied Science, Mathematics and Computer Science and Statistics University of Peradeniya", , ,Software Engineer Data Capture Experts,Associate Software Engineer Data Capture Experts,Software Engineer Intern DSP Controls (PVT) Ltd, ,Software Engineer,0
55,pdweerasooriya,Python Programming Language Nodejs Machine Learning Graphic Design MongoDB FullStack Development NoSQL Frontend Development Go Programming Language                                           ,"Specialised in Industrial statistics , Mathematics and Statistics University of Colombo","CIMA Completed finalist , Accounting and Business/Management The Chartered Institute of Management Accountants", ,Software Engineer :Different,"Engineer, Data science and Analytics London Stock Exchange Group (LSEG)",Machine Learning Engineer Entracer,Analyst Wisewel™,Software Engineer,0
56,oshada-munasinghe-4998a5151,Java JavaScript PHP MySQL HTML Cascading Style Sheets CSS AngularJS Bootstrap Nodejs SQL Linux HTML Microsoft Azure C Programming Language Leadership C Reactjs Expressjs Microsoft Power BI Microsoft SQL Server C jQuery JavaSE TypeScript React Native Angular Material c Azure DevOps SASS scss Antd Redux Formik MS Azure Frontdoor                  ,"Bachelor of Engineering - BE, Software Engineering Sheffield Hallam University"," Christ King College, Thudella, Ja-Ela", ,Senior Software Engineer Data Capture Experts,Programmer Self-employed,Software Engineer Data Capture Experts,Associate Engineer-Technology Virtusa,Senior Software Engineer,0
57,sathyajit-loganathan,Java JavaScript Python Programming Language MySQL Cascading Style Sheets CSS Nodejs SQL HTML Machine Learning Data Analysis Leadership C Project Management Reactjs MongoDB Microsoft Excel Deep Learning BackEnd Web Development Python R Team Management Amazon Web Services AWS Microsoft Azure Machine Learning Microservices PostgreSQL GraphQL Nextjs Typescript MariaDB Serverless Prisma                     , SLIIT,Physical Science Royal College Colombo, ,Software Engineer Paladin Analytics,Data Engineer Yukon Software Sri Lanka,Undergraduate Trainee IFS, ,Software Engineer,0
58,malithi-nawarathne-2a443b18b,Java Python Programming Language Cascading Style Sheets CSS SQL HTML Machine Learning Data Science Microsoft Power BI Cloud Computing Docker Oracle Database Google Analytics Apache Airflow Google BigQuery Predictive Maintenance                                     ,"Bachelor in Science (Hons) Information Technology specializing in, Data Science SLIIT", Girls' High School Kandy, Pilimathalawa Central College,Associate Software Engineer  Mitra Innovation,Data Science Intern zMessenger (Pvt) Ltd, , ,Associate Software Engineer ,0
59,venoligamage,Java JavaScript Python Programming Language PHP MySQL Cascading Style Sheets CSS AngularJS Bootstrap python HTML WordPress Microsoft Office MongoDB Flutter Data Science C Android NoSQL JavaFX PhpMyAdmin flask Unity                              ,Diploma in English ICBT Campus,"A/L, Physical Science Stream Anula Vidyalaya",O/L Janadhipathi Balika Vidyalaya,Software Engineering Trainee OREL Corporation, , , ,Software Engineering Trainee,0
60,udara-madumalka-20a7a1168,Python Programming Language PHP Data Analysis Databases C Programming Language Reactjs Customer Service R Management Web Applications React Native Google Analytics Google Data Studio Search Engine Optimization SEO Computing Chess Net Information Systems Jupyter notebook                                 ,"Information systems , Computer Programming university of colombo school of computing", , ,Associate Software Engineer Azend Technologies,Data Analyst Diesel & Motor Engineering PLC,Customer Service Assistant Bank of Ceylon, ,Associate Software Engineer,0
61,bimsara-hirushan-13b53a172,JavaScript PHP Nodejs Web Development HTML Machine Learning Responsive Web Design Reactjs MongoDB Angular BackEnd Web Development Statistics Web Applications Web Design Frontend Development Web Application Development Web Application Design Amazon S Angular Material Mean Stack GraphQL ASPNET Web API Web Interface Design Webbased Software Development Java Enterprise Architecture                           ,"Comprehensive Master Java Developer, Java Programing Institute of Software Engineering","Information Technology, Information Technology General Sir John Kotelawala Defence University", ,Trainee Software Engineer  Data Capture Experts, , , ,Trainee Software Engineer ,0
62,lakshanss,Java JavaScript PHP MySQL SQL Linux HTML Reactjs Firebase Python Data Visualization Data Analytics OpenCV Team Management Microsoft SQL Server Ubuntu User Interface Design Spring Boot JavaFX Kubernetes Docker Microservices IntelliJ IDEA Oracle Database PostgreSQL Music GitHub Postman API Css Play Framework User Experience UX Data Integration Stream Processing Integration Change Data Capture                 ,"B.Eng, Software Engineering University of Westminster","GCE A/L Biology 2016 Hindu College, Colombo-04", ,Software Engineer WSO2,Software Engineering Intern WSO2, , ,Software Engineer,0
63,tharaka-hasantha-ranasingha-arachchi-343591200,Java JavaScript PHP MySQL Cascading Style Sheets CSS AngularJS Nodejs SQL Web Development Laravel HTML English Leadership C Angular Data Structures Software Project Management Strategy Database Administration Engineering C Web Applications Frontend Development Database Management System DBMS Human Resources HR Quality Control Education Net                        ,"Bachelor's degree, Computer Science & Statistics University of Peradeniya", Pinnawala Central College, ,Trainee Software Engineer  Data Capture Experts, , , ,Trainee Software Engineer ,0
64,madhushanie,Java Python Programming Language MySQL SQL HTML Machine Learning Software Development Microsoft Office ObjectOriented Programming OOP MongoDB NetBeans Android Database Management System DBMS                                       ,"Bachelor's degree, Computer Software Engineering SLIIT", , ,Software Engineer Deep Data Insight,Associate Software Engineer Deep Data Insight,Associate System Developer Rukula (Pvt) Ltd,Software Development Intern Sri Lanka Telecom,Software Engineer,0
65,amila-jayasuriya-3677a0119,JavaScript PHP MySQL HTML Cascading Style Sheets CSS Bootstrap Nodejs SQL HTML Adobe Photoshop MongoDB Adobe Illustrator Vuejs Microsoft SQL Server jQuery Ionic Framework TypeScript css Angular Material sql Angular bootstrap ionic                             , SLIIT,"Bachelor of Science - BS, Information Technology SLIIT", ,Software Engineer Data Capture Experts,"Co-Founder, Software Engineer  iDeacurl",Associate Software Engineer QualitApps Europe S.L, ,Software Engineer,0
66,leslie-rathnamalala,Microsoft Azure Teamwork Data Structures Big Data Agile Methodologies C FullStack Development NET Framework ASPNET MVC ASPNET Microservices SQL Azure Agile Project Management Azure DevOps net docker Kali Linux Football Coaching Continuous Delivery kali mobile application development azure docker                              ,"Bsc (Hons) Software Engineering, Information Technology NSBM Green University",CCNA ESOFT Metro Campus, Central College Anuradhapura,Software Engineer Data Capture Experts,Software Engineer COMPULIN,Trainee Software Engineer COMPULIN,Software Engineer Intern 99X Technology,Software Engineer,0
67,kumudesh-kaneshan-125098142,Java MySQL Nodejs SQL HTML Software Development Microsoft Azure Teamwork Quality Assurance NetBeans C Visual Studio Requirements Gathering NET Framework UiPath Process Automation Test Automation Testing Microsoft Power Automate Team Motivation Visual Basic for Applications VBA Azure DevOps XAMPP Technical Support Software Implementation Application Support Microsoft power platform Microsoft Bot Framework uipath Softomotive Automation Anywhare                     ,"Bachelor's degree, Computer Software Engineering London Metropolitan University","Government Advanced Level St. Anthony's College, Kandy | Sri Lanka", ,Associate Software Engineer MillenniumIT ESP,Software Engineer Internship MillenniumIT ESP, , ,Associate Software Engineer,0
68,shehan-rangana-2ab69b137,Java JavaScript MySQL Nodejs Laravel Git Linux Computer Science Reactjs MongoDB Angular Vuejs Firebase Android Development Spring Boot Hibernate React Native Reduxjs LoopBackio Vuex Nuxtjs                               ,"Bachelor of Science in Computer Science, Computer Science University of Colombo School of Computing"," Puhulwella Central College, Matara", ,Software Engineer Deep Data Insight,Associate Software Engineer Deep Data Insight,Software Engineer Intern thinkCube Systems (Pvt) Ltd, ,Software Engineer,0
69,pasindu-rathnasiri-a6aa61163,Java JavaScript AngularJS Microsoft Office Microsoft Excel Management C Angular Material Progamming Languages like Java and C                                           ,Management & Information Technology University of Kelaniya Sri Lanka, , ,Associate Software Engineer Data Capture Experts,Software Developer - Intern Route Colombo (pvt) Limited,Field Supervisor Sam Dam Engineering, ,Associate Software Engineer,0
70,yasiru96,Java C JavaScript PHP MySQL HTML SQL HTML Microsoft Word Databases Microsoft Office Teamwork Project Management Microsoft Excel Microsoft PowerPoint Data Structures OOP Spring Boot css                                 ,"B.Sc (Hons) in Software  Engineering, Computer Software Engineering University of Kelaniya Sri Lanka",Physical Sciences Bandaranayake College - Gampaha, ,Software Engineering Trainee Mvv Information Technology, , , ,Software Engineering Trainee,0
71,kavidi-kalpanie-4a9796191,Java Python Programming Language PHP MySQL Laravel HTML C Programming Language C MongoDB Firebase R HTML React Native octave Cloud Firestore Codelgniter Angular                                   ,Computer Science University of Colombo School of Computing, sujatha vidyalaya matara, ,Associate Software Engineer Data Capture Experts,Software Engineer Intern Ceylon Electricity Board (CEB), , ,Associate Software Engineer,0
72,swapnil-gaikwad-50a225127,Python Programming Language python Linux C Programming Language C Data Structures PySpark Amazon Web Services AWS Pandas Software Amazon S c REST APIs AWS Lambda c Selenium selenium python                                    ,electronics and telecommunications pvpit sangli, , ,Software Engineer Tekion Corp, , , ,Software Engineer,0
73,anantharajah-donoorkans-69019a88,Java Machine Learning Data Analysis C Deep Learning Python Arduino Data Science Image Processing Matlab Management SolidWorks LaTeX FieldProgrammable Gate Arrays FPGA Proteus Analog Circuit Design MikroC                                   ,"Honours Degree of Bachelor of the Science of Engineering, Electronic and Telecommunication Engineering University of Moratuwa",Mathematics jaffna college, ,Software Engineer ACCELR,Research And Development Intern SenzMate IoT Intelligence, , ,Software Engineer,0
74,dilesha-kodithuwakku-a3b31115a,python Data Analysis Microsoft Office Teamwork Leadership Project Management Microsoft Excel R SPSS Strategic Planning                                          , University of Colombo," Southlands college, Galle", ,Software Engineer Creative Software,Data Engineer - Internship Creative Software,Staff Assistant(trainee) People's Bank, ,Software Engineer,0
75,kasun-lakshitha-07103b13b,Java Git Data Engineering Big Data Analytics Data Analysis Teamwork Python Data Mining Statistics Data Visualization Data Science Data Analytics Logistic Regression Statistical Modeling Artificial Intelligence AI SAS Programming Statistical Computing Postman API Colab                                 ,"B.Sc. , Applied Statistics University of Colombo", , ,Software Engineer Creative Software,Data Science Intern Creative Software,Team Member AIESEC in Sri Lanka,Team Member AIESEC in Sri Lanka,Software Engineer,0
76,arshad-fauzil,Java JavaScript Python Programming Language SQL Machine Learning Public Speaking Data Mining Natural Language Processing NLP Artificial Neural Networks Pycharm jQuery Spring Boot RESTful WebServices MVC Compering Debating SPARQL Statistical Machine Translation                                  ,"Bachelor of Science(Hons.), Information Technology University of Moratuwa","G.C.E A/L, Mathematics St. Peter's College Colombo",Currently at Skills Level ACCA,Software Engineer 99x,Software Development Intern IFS, , ,Software Engineer,0
77,nelum-attanayake,Java JavaScript PHP MySQL Cascading Style Sheets CSS Bootstrap HTML Data Mining Artificial Neural Networks Image Processing Matlab C Android NET Framework ASPNET Spring MVC Jasper Reports NET Core                                  ,"Bachelor's degree, Information Technology University of Moratuwa","Master's degree, Computer Science University of Peradeniya", ,Software Engineer DSP Controls,Software Engineering Intern Epitom Trinergy Pvt Ltd, , ,Software Engineer,0
78,madurangajayasooriya,Java JavaScript Python Programming Language XML HTML Machine Learning Data Analysis Scala Microsoft Azure Microsoft Office C Data Science Research C Spring Boot Database Design PHP                                   ,"Higher Education Qualification , Information Technology BCS, The Chartered Institute for IT","Bachelor's degree, Applied Statistics University of Colombo","Diploma, Computer Software Engineering Pearson College London",Software Engineer Creative Software,Data Scientist Creative Software, , ,Software Engineer,0
79,shamilapathirana,JavaScript MySQL SQL Software Development Leadership Python Data Science Management Photoshop Marketing Computational Mathematics Ruby on Rails Economics Accounting Training Logic Programming                                    ,"Bachelor of Science (Hons.), Information Technology University of Moratuwa",Mathematics Maliyadeva College, ,Software Engineer Vesess,"Treasurer IT Faculty Student Union, University of Moratuwa",Software Engineering Intern Creative Software, ,Software Engineer,0
80,chaminda-bandara-645a7aa2,Java MySQL Linux HTML Data Engineering Microsoft Office Adobe Photoshop Arduino Apache Spark Apache Kafka Teaching JavaFX Apache Superset Apache Cassandra Apache Airflow Apache Flume Ansible Grafana MariaDB Jasper Reports Apache ZooKeeper Erlang                              ,"Bachelor of Science Honours in Computer Science [BSc Hons (Computer Science)], Computer Science University of Jaffna",Java standalone application developer Java Institute for Advanced Technology, ,Software Engineer Wavenet,Final Year Student University of Jaffna,Trainee Software Engineer Wavenet, ,Software Engineer,0
81,dinely-welleheawage-a70124169,Python Programming Language python Machine Learning Microsoft Office Teamwork Leadership Microsoft PowerPoint Deep Learning Data Science Mathematics Neural Networks Deep Neural Networks DNN Volunteering Robot Operating System ROS                                      ,"Bachelor's degree, Electronic and Telecommunication Engineering University of Moratuwa","Advanced level examination, Physical stream Mahamaya girls' college", ,Software Engineer Xeptagon,Research Engineering Intern  Singapore University of Technology and Design (SUTD), , ,Software Engineer,0
82,thariya,Java JavaScript Python Programming Language MySQL Nodejs SQL Web Development Data Engineering Machine Learning Software Development Problem Solving Programming ObjectOriented Programming OOP Reactjs MongoDB Firebase Expressjs Data Mining Arduino Data Visualization Data Science Artificial Intelligence AI Analytical Skills Microsoft SQL Server Big Data Distributed Systems Amazon Web Services AWS Android Development C Android Visual C Web Services Software Design NoSQL NET Framework RESTful WebServices Pattern Recognition Mobile Applications TypeScript Android Studio React Native Written Communication Software Design Patterns Application Development Mobile Application Development CC      ,"Master's degree, Computer Science Specialising in Data Science Engineering and Analytics University of Moratuwa","B.Sc Special (Hons) – Information Technology Expected Graduation Date – Sep 2018 , Computer Software Engineering SLIIT","Advance Level , Mathematics Kalutara Vidyalaya National School",Software Engineer Calcey Technologies,Intern iTelaSoft, , ,Software Engineer,0
83,kanishka-wijendra,Java JavaScript Python Programming Language MySQL HTML SQL Web Development Data Engineering Big Data Analytics Machine Learning Data Analysis Software Development Scala Databases Graphic Design Microsoft Office Adobe Photoshop Adobe Premiere Pro Leadership C Project Management MongoDB Deep Learning Natural Language Processing NLP Data Science Data Analytics Hadoop HBase R Minitab SPSS Management Microsoft Power BI PySpark Apache Strategic Planning Business Strategy Big Data Amazon Web Services AWS Database Development RDBMS Neoj Corporate Finance Business Statistics Knime Splunk      ,"Master of Science - MS, Big Data Analytics Robert Gordon University","Bachelor of Science (B.Sc.) Statistics with computer science special degree, Physical Sciences University of Colombo", St. Peter's College Colombo,Senior Software Engineer LSEG Technology,Club Treasurer Lions Club of Colombo New Century Titans,Software Engineer LSEG Technology,Club Marketing Communications Chairperson Lions Club of Colombo New Century Titans,Senior Software Engineer,0
84,bhanuka-dissanayake,Java Python Programming Language PHP HTML Machine Learning Photography Graphic Design Programming ObjectOriented Programming OOP Reactjs MongoDB Python Arduino Natural Language Processing NLP ElasticSearch Agile Application Development Android Development Ionic Framework Spring Boot Microservices SQLite Jenkins Social Media Marketing JEE Application Development Cucumber Lightroom Travel Photography Subversion Kanban                       ,"Computer Science and Engineering, Engineering University of Moratuwa",Physical Sciences Maliyadeva College, ,Software Engineer Enactor,Intern - Technology Virtusa,Web and Technology Moraspirit Initiative,Photographer Media club of University of Moratuwa,Software Engineer,0
85,tharushijayasekara,Java C Web Development Python Data Structures Algorithms Natural Language Processing NLP C German Competitive Programming                                          ,"BSc Honours, Computer Science University of Colombo School of Computing","Combined Mathematics, Physics, Information & Communication Technology Musaeus College, Colombo 07", ,Software Engineer WSO2,Outreachy Intern The Open Information Security Foundation,Software Engineering Intern WSO2, ,Software Engineer,0
86,susampathmadhusanka,Java JavaScript Python Programming Language PHP MySQL Cascading Style Sheets CSS AngularJS Nodejs SQL HTML C Programming Language C Reactjs Apache Spark Amazon Web Services AWS Android NET Framework AJAX Hibernate Azure Data Factory Azure Data Lake c PLSQL Neoj AWS Lambda c c Amazon Athena AWS Glue Azure Functions Enterprise Resource Planning ERP angular struts AWS Step Functions JavaEE Alfresco Neoj Graph Database               ,"Management Infromation Systems, Computer/Information Technology Administration and Management University College Dublin","Diploma & Higher Diploma,  Computer System Design National Institute of Business Management", ,Senior Software Engineer Ceylon Solutions,Associate Data Engineer Ceylon Solutions,Software Engineer Ceylon Solutions,Software Engineer CICRA Solutions (Pvt) Ltd,Senior Software Engineer,0
87,mathangi-karunakaran-740b64111,Java JavaScript Python Programming Language PHP MySQL Cascading Style Sheets CSS SQL HTML Machine Learning Data Analysis Microsoft Office Adobe Photoshop Teamwork Leadership C Customer Service Data Mining Natural Language Processing NLP Analytical Skills Management Big Data Data Warehousing SQL Server Reporting Services SSRS Spring Boot Microservices SQL Server Integration Services SSIS SQL Server Analysis Services SSAS REST API IBM UrbanCode Deploy uDeploy TeamCity                      ,"BSc Special (Hons) Degree - IT, Information Technology SLIIT",Combined Mathematics J/Vembadi Girls'​ High School, ,Software Engineer Virtusa,Developer Intern Fortunaglobal Private Limited, , ,Software Engineer,0
88,akila-sugeeshwara-18057217b,JavaScript PHP MySQL Microsoft SQL Server Business Analysis C jQuery ASPNET                                            ,"Bachelor of Information Technology (BIT), Information Technology University of Colombo School of Computing"," St.Joseph's College, Colombo", ,Associate Software Engineer CloudPermits,Associate Software Engineer Peercore,Software Engineer Intern Peercore,MIS and Data Analytics  airtel,Associate Software Engineer,0
89,gagana-gamage,Java C JavaScript PHP MySQL Cascading Style Sheets CSS AngularJS Bootstrap Nodejs SQL Web Development HTML Data Analysis Microsoft Office Adobe Photoshop Teamwork Leadership ObjectOriented Programming OOP Angular Team Leadership Microsoft Power BI Microsoft SQL Server Shell Scripting C jQuery Joomla Ionic Framework GitHub Dreamweaver CodeIgniter Macromedia Flash UIKit                    ,Physical Science Nalanda College Colombo, British Council Sri Lanka,"AAT - Association of Accounting Technician JMC - Jayasekara Management Center, Sri  Lanka",Software Engineer RedBlocks Technologies,Trainee Software Developer OREL IT,Software Developer Intern OREL IT,Data Analyst MAS Holdings,Software Engineer,0
90,amanda-mahawatta-51816b201,Java C JavaScript MySQL Bootstrap HTML WordPress Problem Solving English C Reactjs Microsoft Excel Analytical Skills Microsoft SQL Server Communication Android Development Eclipse Visual Studio ASPNET Design css GitHub                              ,"BSc (Hons) in Information Technology , Software Engineering SLIIT","Diploma, English ESOFT Metro Campus", ,Trainee Software Engineer Data Capture Experts, , , ,Trainee Software Engineer,0
91,madhushika-jayasinghe,Java C JavaScript MySQL Machine Learning Programming Teamwork Leadership Python Data Structures Algorithms Data Mining Research ObjectiveC Communication Android Development OOP Spring Boot Blockchain Swift iOS Development Image Editing blockchain development iot                            ,"Master of Science - MS, Computer Science University of Moratuwa","Bachelor of Science (B.Sc.), Computer Science and Engineering University of moratuwa","Physical Sciences Stream Anuradhapura Central College, Anuradhapura, Sri Lanka.",Software Engineer Synergen Technology Labs (Pvt) Ltd,Student Member IEEE,Software Engineering Intern IronOne Technologies LLC,Trainer National Savings Bank,Software Engineer,0
92,rukshanrw,Java JavaScript Python Programming Language PHP MySQL Bootstrap SQL Machine Learning Data Analysis Programming Microsoft Office Teamwork Reactjs Deep Learning Python Arduino Data Science Image Processing Matlab Computer Vision Machine Learning Algorithms TensorFlow SolidWorks Ubuntu Keras LaTeX Pandas Software NumPy Embedded Systems Verilog VHDL ComputerAided Design CAD Music FieldProgrammable Gate Arrays FPGA Altera Quartus AutoCAD caffe Informatica PowerCenter Talend Open Studio Xilinx Vivado Intel Quartus Prime           ,"Bachelor of Science - BS, Electronic and Telecommunication Engineering University of Moratuwa","G.C.E. Advanced Level, Physical Sciences Maliyadeva College", ,Software Engineer Cut+Dry,Engineer - Data Science  MillenniumIT ESP,Research Assistant Nanyang Technological University, ,Software Engineer,0
93,asintha-prasanjana-448536143,SQL Visual Studio ASPNET MVC JSON Angular TypeScript SQL Server Management Studio Angular Material Jira Swagger API ASPNET Web API CNET NET Core Angular Command Line Interface CLI Entity Framework EF Core Repository Pattern DevExpress Stored Procedures Code first Database First approaches Dependency Injection Data Representation Sprints                             ,"Bachelor Of Science (Computing), Information Technology Curtin University","Diploma, Information Technology SLIIT","Associate member of British computer society ( AMBCS ), Information Technology BCS, The Chartered Institute for IT",Software Engineer Data Capture Experts,Software Developer (Fullstack) Onimta Information Technology (Pvt) Ltd, , ,Software Engineer,0
94,anojan-yoganathan-5b7abb185,Java JavaScript Python Programming Language MySQL HTML Cascading Style Sheets CSS Nodejs Git WordPress Flutter Firebase Agile Methodologies Spring Boot GitHub Dart Bitbucket Blender php bootstrap                                 ,"Diploma of Education, Information Technology University of Moratuwa", , ,Software Engineer Intern Data Management Systems(Pvt)Ltd - Software Division, , , ,Software Engineer Intern,0
95,nimesh-buddhika-weerasinghe-8494a1109,JavaScript HTML Cascading Style Sheets CSS Bootstrap Nodejs Linux Machine Learning Data Analysis English Microsoft Office Leadership C Microsoft Excel Expressjs Algorithms Team Leadership Data Science Matlab RESTful WebServices GNU Octave Proteus Reduxjs Computer Networking Wireshark Kali Linux Redux Thunk Research Projects Nmap                        ,Computer Engineering University of Sri Jayewardenepura," Dhammissara National College,  Naththandiya", ,Intern Software Engineer iLabs,Campus Ambassador STEMUp Educational Foundation,Cloud Skills Challenge - USJ Organizing Committee Leader Microsoft,project Member AIESEC Sri Lanka,Intern Software Engineer,0
96,abdul-muksith-19b35426,Java C JavaScript MySQL XML SQL Linux HTML Microsoft Word Databases Microsoft Office CSS C Microsoft Excel Customer Service PowerPoint Microsoft SQL Server ObjectiveC C OOP jQuery Visual Studio Photoshop ASPNET Object Oriented Design SQLite MVC Objective C IOS VFP Core Data                     ,"BSc in Information Technology, Computer Software Engineering Sri Lanka Institute of Information Technology"," St. Thomas' College, Matara", ,"Software Engineer BoardPAC Board Portal - Simple, Secure & Sustainable Board Communications",Mobile Application Developer EDM Systems,Associate Content Expert Vcapture (Pvt) Ltd., ,Software Engineer,0
